Sales Document;Sales Document Item;PO;Purchase Order Date;Sold-To Party;Customer;Country;Ship to;Order Quantity;QTY not delivered;Material;Customer Material;Description;Open value;Document Currency;1. confirmed ship date;Current ship date;Information 'Current ship date';'# of Days moved;Incoterms;in transit without POD
29194576;10;PO-20-12297;05.11.2020;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;2;2;916-021;;BIOROBOTIX, 40UL, BECKMAN FX;655,20;EUR;02.06.2021;11.05.2022;;241;FCA;A
29197630;80;PO-20-13087;19.11.2020;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1;1;5000-1012;;SYSTEM 100 CRYOGENIC VI EM;182,50;EUR;13.01.2021;15.06.2022;;361;FCA;
29214622;70;PO-21-02186;12.02.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1;1;342020-0125;;STER. PETG MEDIA BTL., 125ML EM;128,00;EUR;02.06.2021;25.05.2022;;251;FCA;
29220418;100;PO-21-03547;12.03.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;5;5;AB-2005;;EasyStrip Plus /UltraClear Caps;362,55;EUR;12.05.2021;08.06.2022;;272;FCA;
29222393;20;PO-21-04128;23.03.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1;1;3465NK;;'.5mlScrwCapTube,NoKnrl,Skrt,Nat,ST,w/cap;455,40;EUR;20.06.2022;31.08.2022;;50;FCA;
29225540;30;PO-21-05112;09.04.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;2;2;5000-1012;;SYSTEM 100 CRYOGENIC VI EM;376,00;EUR;02.06.2021;11.01.2023;;410;FCA;
29228967;20;PO-21-06049;28.04.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;2;2;50094713;;Maxi Direct w. power supply 110-240V;415,30;EUR;30.06.2021;03.08.2022;;278;FCA;
29228967;30;PO-21-06049;28.04.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;2;2;50134948;;Cimarec i Maxi Direct w/o power supply;0,00;EUR;30.06.2021;03.08.2022;;278;FCA;
29228967;40;PO-21-06049;28.04.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;2;2;50117675;;PWR SUPP110-240VAC/24VDC/24W EU/UK/US/AU;0,00;EUR;30.06.2021;03.08.2022;;278;FCA;
29228967;50;PO-21-06049;28.04.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;2;2;50134773;;BA MAXI DIRECT POLY15 MULTIPOINT6/15;0,00;EUR;30.06.2021;03.08.2022;;278;FCA;
29229565;40;PO-21-06202;30.04.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;672;77;94056380;;Finntip Flex Filter 200ul, 10x96/rack, s;5.370,75;EUR;04.08.2021;04.05.2022;;192;FCA;
29229565;41;PO-21-06202;30.04.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;300;97;94056380;;Finntip Flex Filter 200ul, 10x96/rack, s;6.765,75;EUR;06.04.2022;04.05.2022;;19;FCA;
29229565;50;PO-21-06202;30.04.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;176;67;94056510;;Finntip Flex Filter 30ul, 10x96/rack, st;4.763,70;EUR;14.10.2021;08.06.2022;;164;FCA;C
29233107;30;PO-21-07191;20.05.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;7;4;342820-0111;;CLSR,WHITE CODER,STERPP EU;552,00;EUR;02.06.2021;01.06.2022;;255;FCA;C
29233107;60;PO-21-07191;20.05.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;4;4;342035-0010;;PETG BTL W/LINED CLSR,10ML,ST EU;1.735,20;EUR;28.07.2021;24.08.2022;;273;FCA;
29233432;50;PO-21-07250;21.05.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;2;2;2035-0005;;PETG BTL W/LINED CLSR, 5ML,ST EM;194,40;EUR;28.07.2021;07.06.2023;;472;FCA;
29234415;50;PO-21-07540;27.05.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;5;5;342830-0112;;"CLOS, MPV,YELLOW CODER,HDPE; 11MM, EBEA";693,00;EUR;28.07.2021;08.06.2022;;220;EXW;
29234486;30;PO-21-07591;28.05.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;16;16;94056510;;Finntip Flex Filter 30ul, 10x96/rack, st;1.137,60;EUR;29.12.2021;08.06.2022;;112;FCA;
29238291;10;PO-21-08533;17.06.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;12;4;342035-0010;;PETG BTL W/LINED CLSR,10ML,ST EU;1.735,20;EUR;25.08.2021;24.08.2022;;253;FCA;C
29239221;10;PO-21-08816;23.06.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1;1;2015-0060;;"'""BOTTLE SQUARE PC;60 ML EU""";197,45;EUR;01.09.2021;03.08.2022;;234;FCA;
29239908;40;PO-21-08870;28.06.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;32;17;642002-1851;;30 ml HDPE NM BOTTLE - STERILE;3.336,25;EUR;28.06.2021;25.05.2022;;233;FCA;C
29241254;140;PO-21-09150;02.07.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;120;120;312104-0016;;"'""BTL BULK W/CLOS HDPE; 16 OZ EU""";23.040,00;EUR;11.08.2021;11.05.2022;;192;FCA;
29242338;10;PO-21-09351;08.07.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;6;6;2120-0010;;"'""BTL LRG W/M HDPE;1GAL,4L EM""";353,10;EUR;10.11.2021;03.08.2022;;185;FCA;
29242338;100;PO-21-09351;08.07.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;7;7;9400327;;Finntip 10, 20x192/refill kit;812,70;EUR;12.01.2022;11.05.2022;;84;FCA;
29242675;80;PO-21-09388;09.07.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;8;8;AB-1815;;VersiCap Mat/Flat Caps;198,48;EUR;22.12.2021;12.10.2022;;205;FCA;
29243868;20;PO-21-09510;13.07.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific Baltics;6;6;362830-0111;;"'""CLOSER, MPV, WHITE CODER, HDPE ;11MM""";799,20;EUR;01.09.2021;04.05.2022;;172;FCA;
29243908;60;PO-21-09671;19.07.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;5;5;342830-0112;;"CLOS, MPV,YELLOW CODER,HDPE; 11MM, EBEA";693,00;EUR;08.09.2021;08.06.2022;;190;FCA;
29246953;10;79509047?O1?00548;30.07.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific Baltics;1;1;347627;;1.8ML CRYOTB EXT THD W/O PRNT;413,05;EUR;15.12.2021;10.08.2022;;166;FCA;
29247297;100;PO-21-10357;05.08.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;7;6;9400327;;Finntip 10, 20x192/refill kit;696,60;EUR;12.01.2022;11.05.2022;;84;FCA;C
29247297;130;PO-21-10357;05.08.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;32;32;94056510;;Finntip Flex Filter 30ul, 10x96/rack, st;2.275,20;EUR;03.08.2022;08.06.2022;;39-;FCA;
29247297;140;PO-21-10357;05.08.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;12;12;94056580;;Finntip Flex Filter 300ul, 10x96/rack, s;837,00;EUR;10.08.2022;10.08.2022;;0;FCA;
29247356;10;PO-21-10444;04.08.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;20;20;AB-2005;;EasyStrip Plus /UltraClear Caps;1.450,60;EUR;06.10.2021;08.06.2022;;170;FCA;
29247408;10;43305?OS?00548;04.08.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific Baltics;5;5;161093;;NUNCLON F96 MICROWELL PLATE;915,75;EUR;20.10.2021;21.12.2022;;296;FCA;
29247408;20;43305?OS?00548;04.08.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific Baltics;10;10;94056380;;Finntip Flex Filter 200ul, 10x96/rack, s;697,50;EUR;05.01.2022;04.05.2022;;84;FCA;
29249242;10;PO-21-11029;17.08.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;2;2;2120-0010;;"'""BTL LRG W/M HDPE;1GAL,4L EM""";117,70;EUR;24.08.2022;03.08.2022;;14-;FCA;
29249747;50;PO-21-11176;19.08.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1;1;342020-0030;;PETG MEDIA BOTTLE STR 30ML== EM;250,00;EUR;29.06.2022;21.12.2022;;121;FCA;
29250384;21;PO-21-11339;24.08.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;20;14;342020-0060;;STER. PETG MEDIA BTL., 60ML EM;2.534,00;EUR;23.03.2022;11.05.2022;;34;FCA;C
29250386;80;PO-21-11342;24.08.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;3;3;4301-2000;;"'""FUNNEL SEPARATRY FEP;2000 ML EU""";948,00;EUR;20.10.2021;10.08.2022;;204;FCA;
29250459;50;PO-21-09936;22.07.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1;1;4301-2000;;"'""FUNNEL SEPARATRY FEP;2000 ML EU""";316,00;EUR;20.10.2021;10.08.2022;;204;FCA;
29251800;10;PO-21-11649;31.08.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;81;81;94056380;;Finntip Flex Filter 200ul, 10x96/rack, s;5.649,75;EUR;02.02.2022;04.05.2022;;64;FCA;
29252624;20;43561?OS?00548;02.09.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific Baltics;1;1;4116-0250;;STRL DISP BFLD FLSK 250, VE EU;63,89;EUR;10.11.2021;20.07.2022;;176;FCA;
29252755;100;PO-21-11977;07.09.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;2;2;342020-0030;;PETG MEDIA BOTTLE STR 30ML== EM;500,00;EUR;06.07.2022;21.12.2022;;116;FCA;
29253149;20;PO-21-11986;07.09.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;10;10;AB-2005;;EasyStrip Plus /UltraClear Caps;725,30;EUR;24.11.2021;08.06.2022;;137;FCA;
29255044;10;PO-21-12479;17.09.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;9;9;9400327;;Finntip 10, 20x192/refill kit;1.044,90;EUR;19.01.2022;11.05.2022;;79;FCA;
29255044;60;PO-21-12479;17.09.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;939;939;94056380;;Finntip Flex Filter 200ul, 10x96/rack, s;65.495,25;EUR;08.12.2021;25.05.2022;;119;FCA;A
29255044;70;PO-21-12479;17.09.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;254;248;94056510;;Finntip Flex Filter 30ul, 10x96/rack, st;17.632,80;EUR;20.04.2022;08.06.2022;;33;FCA;C
29255460;20;PO-21-12571;21.09.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1;1;170357N;;25mL Pipette Ind Wrapped Paper/Plastic;80,00;EUR;10.11.2021;11.05.2022;;128;FCA;
29255460;30;PO-21-12571;21.09.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1;1;170355N;;5mL Pipette Ind Wrapped Paper/Plastic;37,90;EUR;20.10.2021;08.06.2022;;160;FCA;
29257385;20;PO-21-13121;30.09.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1;1;342820-0118;;"CLOS, MPV PURPLE CODER,STERILE,PPCO;11MM";138,00;EUR;01.12.2021;21.09.2022;;205;FCA;
29259377;30;PO-21-13580;11.10.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;3;3;342820-0118;;"CLOS, MPV PURPLE CODER,STERILE,PPCO;11MM";414,00;EUR;08.12.2021;21.09.2022;;200;FCA;
29259961;30;PO-21-13755;13.10.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;7;7;94410217;;ClipTip 20 Reload, 10x96/insert;179,79;EUR;19.01.2022;04.05.2022;;74;FCA;
29260373;30;PO-21-13910;18.10.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1;1;DS0320-5045;;BLT,FLT,REUSBL, PSF,500ML,45 EM;78,00;EUR;08.12.2021;18.05.2022;;114;FCA;
29260859;70;PO-21-13977;19.10.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;8;8;94052600;;Finntip Filter 10ml, 5x24/rack, sterile;353,16;EUR;16.02.2022;11.05.2022;;59;FCA;
29260859;80;PO-21-13977;19.10.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;4;3;94056520;;Finntip Flex Filter 100ul, 10x96/rack, s;209,25;EUR;16.03.2022;08.06.2022;;57;FCA;C
29261166;70;PO-21-14103;21.10.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;160;160;342089-0004;;BOTTLE, N/M,HDPE,125 EU;19.008,00;EUR;15.12.2021;18.05.2022;;109;FCA;
29261166;72;PO-21-14103;21.10.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;80;80;342089-0004;;BOTTLE, N/M,HDPE,125 EU;9.504,00;EUR;16.02.2022;11.05.2022;;59;FCA;
29261187;20;PO-21-14102;21.10.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;11;11;342089-0004;;BOTTLE, N/M,HDPE,125 EU;1.306,80;EUR;29.12.2021;18.05.2022;;99;FCA;
29261187;30;PO-21-14102;21.10.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;7;7;342820-0111;;CLSR,WHITE CODER,STERPP EU;966,00;EUR;22.12.2021;01.06.2022;;113;FCA;
29261187;40;PO-21-14102;21.10.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1;1;342820-0112;;CLSR,YELLOW CDR,STER PPC EU;138,00;EUR;26.01.2022;17.08.2022;;140;FCA;
29262066;100;PO-21-14358;26.10.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;5;5;5000-0020;;CRYOGENIC VIAL 2.0ML;602,50;EUR;13.04.2022;11.01.2023;;188;FCA;
29262071;110;PO-21-14357;26.10.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;30;30;170357N;;25mL Pipette Ind Wrapped Paper/Plastic;2.400,00;EUR;22.12.2021;18.05.2022;;104;FCA;
29262238;30;PO-21-14373;26.10.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;4;4;4116-0250;;STRL DISP BFLD FLSK 250, VE EU;255,58;EUR;23.03.2022;20.07.2022;;82;FCA;
29262494;10;PO-21-14371;27.10.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;36;36;170357N;;25mL Pipette Ind Wrapped Paper/Plastic;2.880,00;EUR;22.12.2021;01.06.2022;;113;FCA;
29262893;40;PO-21-14546;29.09.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1;1;383110-42;;Cert Cln PETG Biotainer 1L S Lo Prtcl;995,00;EUR;10.11.2021;29.03.2023;;352;FCA;C
29265701;10;PO-21-15232;15.11.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;2;2;347627;;1.8ML CRYOTB EXT THD W/O PRNT;826,10;EUR;19.01.2022;10.08.2022;;141;FCA;
29265701;30;PO-21-15232;15.11.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1;1;342020-0500;;STER. PETG MEDIA BTL., 500ML EM;103,50;EUR;03.08.2022;26.07.2023;;247;FCA;
29266261;60;PO-21-15389;17.11.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;117;53;362015-0500;;BTL,SQ PC 500ML,TRAY W/O CL;3.816,00;EUR;24.11.2021;27.07.2022;;171;FCA;C
29266261;80;PO-21-15389;17.11.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;27;27;5000-0050;;"CRYOGENIC VIAL, PP; 5.0ML EM";2.065,50;EUR;11.05.2022;22.02.2023;;199;FCA;
29266340;30;PO-21-15396;17.11.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;10;10;AB-1815;;VersiCap Mat/Flat Caps;248,10;EUR;09.03.2022;12.10.2022;;150;FCA;
29266340;50;PO-21-15396;17.11.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1;1;1201-4000;;BEAKER PP,4000ML== EM;60,00;EUR;05.01.2022;03.08.2022;;146;FCA;
29266565;11;80787791?O1?00548;17.11.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;7;7;567-0020;;FLTR,A-PES,1L, 90MM,0.2 EM;843,15;EUR;18.05.2022;12.10.2022;;101;FCA;
29266565;20;80787791?O1?00548;17.11.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;3;3;568-0020;;FLTR,A-PES,250ML, 50 MM,0.2 EM;176,55;EUR;16.03.2022;09.11.2022;;164;FCA;
29267396;10;PO-21-15643;23.11.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;4;4;11100-0200;;"TANK CYL W/CV LLDPE;200 GAL";2.044,00;EUR;02.03.2022;23.11.2022;;183;FCA;
29267410;50;PO-21-15654;23.11.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;118;118;342830-0116;;"CLOS, MPV, BLUE CODER,HDPE; 11MM, EBEAM";16.354,80;EUR;23.11.2021;10.10.2022;;224;FCA;
29267425;50;PO-21-15652;23.11.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;53;25;362015-0125;;BTL,SQ PC 125ML,TRAY W/O CL]];2.160,00;EUR;02.02.2022;11.05.2022;;69;FCA;C
29268024;10;PO-21-15798;25.11.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;3;3;94056580;;Finntip Flex Filter 300ul, 10x96/rack, s;209,25;EUR;23.02.2022;25.05.2022;;64;FCA;
29268741;20;PO-21-16016;30.11.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;2;2;9400370;;Finntip 50, 10x384/rack;480,60;EUR;31.08.2022;01.06.2022;;62-;FCA;
29268741;30;PO-21-16016;30.11.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;28;28;94052600;;Finntip Filter 10ml, 5x24/rack, sterile;1.236,06;EUR;16.02.2022;18.05.2022;;64;FCA;
29268741;40;PO-21-16016;30.11.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1;1;94056520;;Finntip Flex Filter 100ul, 10x96/rack, s;69,75;EUR;16.03.2022;08.06.2022;;57;FCA;
29268741;50;PO-21-16016;30.11.2021;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;4;4;94060310;;Finntip Flex 200, 10x96/rack;137,34;EUR;31.08.2022;25.05.2022;;66-;FCA;
